,Cordon,Filename,Label
265,c00,_1024_1024_20210531_10553_2-C00_OK.jpg,0
1942,c00,_0_256_20210525_14425_0-C00_OK.jpg,0
1801,c00,_1024_2560_20210525_15144_1-C00_RETOUCHE.jpg,1
2913,c00,_1024_1280_20210531_10560_2-C00_RETOUCHE.jpg,1
751,c00,_1280_3328_20210531_10560_0-C00_RETOUCHE.jpg,1
2074,c00,_1792_1536_20210531_11194-C00_OK.jpg,0
2107,c00,_1962_768_20210531_11274-C00_OK.jpg,0
2516,c00,_0_768_20210531_11192-C00_OK.jpg,0
797,c00,_0_2560_20210531_10545-C00_OK.jpg,0
1183,c00,_1024_0_20210531_10553_1-C00_OK.jpg,0
1930,c00,_1962_3328_65-C00_OK.jpg,0
1045,c00,_1536_2048_20210525_14425_2-C00_OK.jpg,0
1463,c00,_1962_2048_20210531_10554_3-C00_RETOUCHE.jpg,1
1856,c00,_1280_2048_20210525_14425_2-C00_OK.jpg,0
2559,c00,_1280_3328_20210531_10560_2-C00_RETOUCHE.jpg,1
2199,c00,_768_256_20210531_11274_0-C00_OK.jpg,0
660,c00,_512_512_20210531_17292_0-C00_RETOUCHE.jpg,1
1345,c00,_512_2048_20210531_10521-C00_RETOUCHE.jpg,1
2905,c00,_0_3584_20210531_10551-C00_OK.jpg,0
2887,c00,_768_2304_20210531_10561_2-C00_RETOUCHE.jpg,1
272,c00,_2304_1945_20210531_17292_3-C00_RETOUCHE.jpg,1
818,c00,_512_512_20210525_15441-C00_OK.jpg,0
382,c00,_1280_4096_20210531_10551-C00_OK.jpg,0
1226,c00,_1792_3584_20210531_10545-C00_OK.jpg,0
377,c00,_512_3072_20210531_10560_3-C00_RETOUCHE.jpg,1
647,c00,_1962_3328_20210531_10552-C00_OK.jpg,0
2224,c00,_512_768_20210525_154-C00_OK.jpg,0
49,c00,_1962_256_20210531_11192-C00_OK.jpg,0
1772,c00,_1792_3584_20210531_11274_1-C00_OK.jpg,0
157,c00,_0_2560_20210531_10521_0-C00_RETOUCHE.jpg,1
248,c00,_1280_3840_20210531_10553-C00_OK.jpg,0
2584,c00,_512_4096_20210531_17293_0-C00_RETOUCHE.jpg,1
1426,c00,_768_1280_20210531_10553-C00_OK.jpg,0
1983,c00,_1280_1536_65-C00_OK.jpg,0
1903,c00,_1536_1792_20210531_10553-C00_OK.jpg,0
2207,c00,_2048_1536_20210531_17292_2-C00_RETOUCHE.jpg,1
1402,c00,_768_1792_20210525_15441-C00_OK.jpg,0
231,c00,_768_512_20210531_17292_0-C00_RETOUCHE.jpg,1
2734,c00,_768_2304_20210531_10560_3-C00_RETOUCHE.jpg,1
2576,c00,_512_1024_20210531_10551-C00_OK.jpg,0
1266,c00,_256_2304_20210525_14425_2-C00_RETOUCHE.jpg,1
2013,c00,_1962_1280_20210525_15434-C00_OK.jpg,0
1369,c00,_1792_1536_20210531_11274_0-C00_OK.jpg,0
2414,c00,_1024_4352_20210531_11194-C00_OK.jpg,0
2606,c00,_1536_2304_20210525_14462-C00_RETOUCHE.jpg,1
1819,c00,_1024_0_20210525_14432-C00_RETOUCHE.jpg,1
2928,c00,_0_1280_20210525_14425_1-C00_RETOUCHE.jpg,1
684,c00,_1280_768_20210525_14462_0-C00_RETOUCHE.jpg,1
1255,c00,_256_1536_20210531_10521_1-C00_RETOUCHE.jpg,1
353,c00,_768_1792_20210531_10560_3-C00_RETOUCHE.jpg,1
1727,c00,_256_3840_20210525_15395-C00_OK.jpg,0
2562,c00,_256_2048_20210531_10554_2-C00_RETOUCHE.jpg,1
1389,c00,_256_1280_20210531_10521_0-C00_RETOUCHE.jpg,1
2305,c00,_1962_3072_20210525_15441-C00_OK.jpg,0
2061,c00,_1024_3328_20210525_15441-C00_OK.jpg,0
227,c00,_1536_2560_20210525_14462_0-C00_RETOUCHE.jpg,1
336,c00,_512_2304_20210525_13375_0-C00_OK.jpg,0
1928,c00,_768_4352_20210531_10552_2-C00_OK.jpg,0
330,c00,_512_2560_20210531_10554_3-C00_RETOUCHE.jpg,1
37,c00,_1024_3072_20210525_15150_0-C00_RETOUCHE.jpg,1
2194,c00,_1792_1024_20210531_10554-C00_RETOUCHE.jpg,1
1476,c00,_0_0_20210531_17292_3-C00_RETOUCHE.jpg,1
1824,c00,_1536_2048_20210531_10553-C00_OK.jpg,0
2248,c00,_512_4096_20210525_15175_1-C00_RETOUCHE.jpg,1
1542,c00,_1792_768_20210531_17292 (2)_0-C00_RETOUCHE.jpg,1
2111,c00,_1792_3328_20210525_14495_0-C00_RETOUCHE.jpg,1
1690,c00,_1536_1536_20210525_15434-C00_OK.jpg,0
1071,c00,_256_1792_20210531_10552-C00_OK.jpg,0
2545,c00,_256_2560_65-C00_OK.jpg,0
1474,c00,_1536_256_20210531_11201_3-C00_RETOUCHE.jpg,1
374,c00,_1962_1792_20210525_14495_3-C00_RETOUCHE.jpg,1
656,c00,_256_1792_20210531_10561_0-C00_RETOUCHE.jpg,1
738,c00,_1280_3072_20210531_11192-C00_OK.jpg,0
1588,c00,_1792_3584_20210525_14495_1-C00_RETOUCHE.jpg,1
308,c00,_1280_3584_20210531_10551-C00_OK.jpg,0
1074,c00,_1962_3072_20210525_15395-C00_OK.jpg,0
1919,c00,_1792_512_20210525_154-C00_OK.jpg,0
215,c00,_1280_512_20210531_11201_3-C00_RETOUCHE.jpg,1
2659,c00,_1024_1536_20210531_10560_0-C00_RETOUCHE.jpg,1
2589,c00,_1536_256_20210531_11201-C00_RETOUCHE.jpg,1
975,c00,_256_1536_20210531_11201_2-C00_RETOUCHE.jpg,1
283,c00,_1024_2816_20210531_10554_2-C00_RETOUCHE.jpg,1
1377,c00,_0_2560_20210525_14425_1-C00_RETOUCHE.jpg,1
2706,c00,_1792_0_20210525_15441-C00_OK.jpg,0
1847,c00,_1536_768_20210525_14432_0-C00_RETOUCHE.jpg,1
2231,c00,_1536_2304_20210531_10551_2-C00_OK.jpg,0
2145,c00,_1024_1024_20210525_14462_3-C00_RETOUCHE.jpg,1
421,c00,_768_512_20210531_11274_1-C00_OK.jpg,0
2367,c00,_1536_4096_20210531_11271-C00_RETOUCHE.jpg,1
1361,c00,_1536_512_20210531_17292 (2)-C00_RETOUCHE.jpg,1
1746,c00,_512_2560_65-C00_OK.jpg,0
929,c00,_1280_4352_20210531_10552-C00_OK.jpg,0
1963,c00,_256_3840_20210525_154-C00_OK.jpg,0
286,c00,_0_1280_20210525_14462_1-C00_RETOUCHE.jpg,1
1110,c00,_768_2304_20210531_10554-C00_RETOUCHE.jpg,1
2914,c00,_1792_256_20210531_11201_1-C00_RETOUCHE.jpg,1
703,c00,_1536_1792_20210531_10554-C00_RETOUCHE.jpg,1
2246,c00,_1792_4352_20210525_14495_1-C00_RETOUCHE.jpg,1
913,c00,_768_768_20210531_17292_3-C00_RETOUCHE.jpg,1
2556,c00,_768_2304_20210531_10560_1-C00_RETOUCHE.jpg,1
339,c00,_1792_1536_20210531_10554_1-C00_RETOUCHE.jpg,1
2159,c00,_1280_2560_20210525_15175_2-C00_RETOUCHE.jpg,1
609,c00,_512_1024_20210525_13375_2-C00_OK.jpg,0
2570,c00,_1536_512_20210531_11194-C00_OK.jpg,0
857,c00,_2560_768_20210531_17292_1-C00_RETOUCHE.jpg,1
997,c00,_0_1536_20210531_111-C00_OK.jpg,0
1170,c00,_256_4096_20210525_15150_3-C00_RETOUCHE.jpg,1
1003,c00,_1280_2048_20210525_15144_2-C00_RETOUCHE.jpg,1
1367,c00,_0_3072_20210531_10552-C00_OK.jpg,0
2780,c00,_1536_2816_20210531_10554_1-C00_RETOUCHE.jpg,1
0,c00,_768_512_20210531_11274_2-C00_OK.jpg,0
567,c00,_512_768_20210525_13375_2-C00_OK.jpg,0
461,c00,_1962_2048_20210531_111-C00_OK.jpg,0
473,c00,_1280_2304_20210525_15144_1-C00_RETOUCHE.jpg,1
1413,c00,_1280_3328_20210525_15150_3-C00_RETOUCHE.jpg,1
2826,c00,_512_2304_20210531_11192-C00_OK.jpg,0
1780,c00,_768_3072_20210531_10551-C00_OK.jpg,0
1373,c00,_1536_2816_20210531_11194-C00_OK.jpg,0
2676,c00,_1024_0_20210525_15393_3-C00_RETOUCHE.jpg,1
706,c00,_1024_256_20210531_17292_0-C00_RETOUCHE.jpg,1
775,c00,_1962_512_20210531_11254-C00_OK.jpg,0
553,c00,_1024_3584_20210531_11192-C00_OK.jpg,0
862,c00,_1024_3072_20210531_10551-C00_OK.jpg,0
561,c00,_1280_1536_20210531_11201_2-C00_RETOUCHE.jpg,1
378,c00,_1280_768_20210525_14462_3-C00_RETOUCHE.jpg,1
762,c00,_1024_3328_20210531_11271-C00_RETOUCHE.jpg,1
2421,c00,_1536_256_20210531_10540-C00_OK.jpg,0
2571,c00,_256_3840_20210525_15150_3-C00_RETOUCHE.jpg,1
1966,c00,_512_2816_20210531_10521-C00_RETOUCHE.jpg,1
2690,c00,_512_3072_20210525_13375_0-C00_OK.jpg,0
2495,c00,_1792_1280_20210531_11194-C00_OK.jpg,0
1605,c00,_1280_0_20210531_10560_3-C00_RETOUCHE.jpg,1
1638,c00,_512_512_20210531_10551-C00_OK.jpg,0
2157,c00,_512_2304_20210525_13375_2-C00_OK.jpg,0
386,c00,_1024_1536_20210531_10540-C00_OK.jpg,0
2456,c00,_256_3072_20210525_15434-C00_OK.jpg,0
967,c00,_256_1792_20210525_15144-C00_RETOUCHE.jpg,1
1621,c00,_1024_512_20210531_11201_2-C00_RETOUCHE.jpg,1
1087,c00,_1024_1280_20210531_10553_1-C00_OK.jpg,0
2439,c00,_1024_2048_20210525_15434-C00_OK.jpg,0
570,c00,_1024_0_20210525_14432_0-C00_RETOUCHE.jpg,1
2393,c00,_1280_2816_20210525_15175_0-C00_RETOUCHE.jpg,1
2640,c00,_1536_1280_20210531_11274-C00_OK.jpg,0
16,c00,_4352_1280_20210531_17292_0-C00_RETOUCHE.jpg,1
1959,c00,_1024_256_20210531_17292_2-C00_RETOUCHE.jpg,1
1810,c00,_768_3328_20210531_10552_0-C00_OK.jpg,0
2730,c00,_1024_1536_20210531_10553_1-C00_OK.jpg,0
1917,c00,_0_0_20210525_14462-C00_RETOUCHE.jpg,1
1005,c00,_1792_2816_20210531_10551-C00_OK.jpg,0
2756,c00,_1280_512_20210531_17292_3-C00_RETOUCHE.jpg,1
1702,c00,_512_1024_20210525_15434-C00_OK.jpg,0
608,c00,_0_768_20210531_10551-C00_OK.jpg,0
1408,c00,_1024_1536_20210531_11254-C00_OK.jpg,0
99,c00,_1024_3840_20210531_10553_0-C00_OK.jpg,0
2006,c00,_2048_1536_20210531_17292-C00_RETOUCHE.jpg,1
2208,c00,_256_2560_20210525_13375_0-C00_RETOUCHE.jpg,1
2167,c00,_1024_3328_20210531_11271_1-C00_RETOUCHE.jpg,1
1936,c00,_256_3328_20210531_111-C00_OK.jpg,0
285,c00,_0_2560_20210531_17293_3-C00_RETOUCHE.jpg,1
990,c00,_512_1792_20210531_10521_2-C00_RETOUCHE.jpg,1
236,c00,_1792_4096_20210525_15395-C00_OK.jpg,0
66,c00,_2304_1792_20210531_17292_2-C00_RETOUCHE.jpg,1
513,c00,_1024_2048_20210525_15175-C00_RETOUCHE.jpg,1
2633,c00,_1962_4096_20210525_154-C00_OK.jpg,0
1517,c00,_1280_4096_20210525_15441_0-C00_OK.jpg,0
2474,c00,_512_1792_20210531_11192-C00_OK.jpg,0
2574,c00,_768_2304_20210531_10551_2-C00_OK.jpg,0
152,c00,_1792_512_20210531_10545-C00_OK.jpg,0
847,c00,_1024_3584_20210531_11271-C00_RETOUCHE.jpg,1
1720,c00,_512_3840_20210531_11274-C00_OK.jpg,0
451,c00,_0_2048_20210525_14462_3-C00_RETOUCHE.jpg,1
1120,c00,_768_1792_20210531_10552_1-C00_OK.jpg,0
1459,c00,_1024_0_20210531_17292_1-C00_RETOUCHE.jpg,1
1650,c00,_1280_256_20210531_11254-C00_OK.jpg,0
2553,c00,_1536_3584_20210531_11274-C00_OK.jpg,0
2663,c00,_1792_2560_20210531_10552-C00_OK.jpg,0
1979,c00,_1024_2304_20210525_13375_2-C00_RETOUCHE.jpg,1
1322,c00,_512_0_20210531_111-C00_OK.jpg,0
1794,c00,_0_4352_20210525_15441-C00_OK.jpg,0
597,c00,_768_256_20210525_15393_3-C00_RETOUCHE.jpg,1
2804,c00,_1792_1792_20210531_10554-C00_RETOUCHE.jpg,1
1743,c00,_1280_3584_20210525_15441-C00_OK.jpg,0
2802,c00,_3072_1792_20210531_17292_0-C00_RETOUCHE.jpg,1
1786,c00,_768_2560_65-C00_OK.jpg,0
2654,c00,_1536_2816_20210531_10554_0-C00_RETOUCHE.jpg,1
294,c00,_2304_1945_20210531_17292-C00_RETOUCHE.jpg,1
316,c00,_1280_1024_20210531_11254-C00_OK.jpg,0
1901,c00,_1962_3584_20210525_14495_3-C00_RETOUCHE.jpg,1
206,c00,_1024_1024_20210525_14462-C00_RETOUCHE.jpg,1
57,c00,_1962_256_20210525_154-C00_OK.jpg,0
739,c00,_1024_512_20210525_14443_1-C00_RETOUCHE.jpg,1
2095,c00,_1536_3328_20210525_15395-C00_OK.jpg,0
1331,c00,_0_768_20210531_10561_2-C00_RETOUCHE.jpg,1
135,c00,_1792_4352_20210531_11274_1-C00_OK.jpg,0
1340,c00,_1792_3072_20210531_10554-C00_RETOUCHE.jpg,1
1761,c00,_512_2816_20210531_10521_0-C00_RETOUCHE.jpg,1
94,c00,_512_768_20210531_10545-C00_OK.jpg,0
281,c00,_768_768_20210525_14443_3-C00_RETOUCHE.jpg,1
2225,c00,_1536_0_20210531_10551-C00_OK.jpg,0
1540,c00,_256_3840_20210531_10552-C00_OK.jpg,0
2031,c00,_1536_768_20210531_11194-C00_OK.jpg,0
2240,c00,_1024_512_20210531_11201_3-C00_RETOUCHE.jpg,1
758,c00,_2048_256_20210531_17292_1-C00_RETOUCHE.jpg,1
1333,c00,_1962_256_20210531_11254-C00_OK.jpg,0
2448,c00,_1792_4096_20210531_11274_0-C00_OK.jpg,0
1038,c00,_768_2304_20210525_13375_2-C00_RETOUCHE.jpg,1
2392,c00,_1962_2560_20210531_10540-C00_OK.jpg,0
1956,c00,_1280_4096_20210531_10545-C00_OK.jpg,0
1232,c00,_256_256_20210525_14425_1-C00_OK.jpg,0
1061,c00,_3328_1962_20210531_17292_2-C00_RETOUCHE.jpg,1
2889,c00,_256_0_20210525_14425-C00_OK.jpg,0
379,c00,_1962_3072_20210531_10545-C00_OK.jpg,0
2108,c00,_512_2048_20210525_13375_2-C00_RETOUCHE.jpg,1
1904,c00,_3072_1792_20210531_17292_2-C00_RETOUCHE.jpg,1
1094,c00,_768_3840_20210531_11274-C00_OK.jpg,0
1834,c00,_1792_4096_20210531_11194-C00_OK.jpg,0
1278,c00,_512_512_20210531_17292_3-C00_RETOUCHE.jpg,1
535,c00,_0_3584_20210531_11274_0-C00_OK.jpg,0
2754,c00,_1024_768_20210525_15434-C00_OK.jpg,0
2823,c00,_1024_4352_20210531_10545-C00_OK.jpg,0
1075,c00,_768_0_20210531_11274-C00_OK.jpg,0
2711,c00,_1792_4096_20210531_10553-C00_OK.jpg,0
441,c00,_1280_3328_20210525_15434-C00_OK.jpg,0
2903,c00,_1792_256_20210531_11201_2-C00_RETOUCHE.jpg,1
28,c00,_0_768_20210525_15395-C00_OK.jpg,0
873,c00,_2048_1536_20210531_17292_3-C00_RETOUCHE.jpg,1
546,c00,_1792_3328_20210531_11274_0-C00_OK.jpg,0
1596,c00,_1962_1024_20210525_14495_2-C00_RETOUCHE.jpg,1
2642,c00,_768_4096_20210531_10552_2-C00_OK.jpg,0
365,c00,_768_4096_20210531_111-C00_OK.jpg,0
1958,c00,_512_3072_20210531_10554_3-C00_RETOUCHE.jpg,1
2740,c00,_256_1536_20210531_10551-C00_OK.jpg,0
1077,c00,_256_2816_20210525_15150_3-C00_RETOUCHE.jpg,1
2600,c00,_256_4096_20210525_15395-C00_OK.jpg,0
1169,c00,_0_3584_20210531_11274_2-C00_OK.jpg,0
137,c00,_1280_768_20210525_15150_3-C00_RETOUCHE.jpg,1
992,c00,_1536_4352_20210531_11271_1-C00_RETOUCHE.jpg,1
593,c00,_256_2048_20210531_10554_3-C00_RETOUCHE.jpg,1
2505,c00,_512_512_65-C00_OK.jpg,0
1140,c00,_1280_3584_20210531_10540-C00_OK.jpg,0
1104,c00,_1792_1792_20210531_11274_1-C00_OK.jpg,0
1886,c00,_256_3072_20210531_11274-C00_OK.jpg,0
153,c00,_768_0_20210525_15393-C00_RETOUCHE.jpg,1
621,c00,_768_2560_20210531_10554-C00_RETOUCHE.jpg,1
2264,c00,_1962_3072_20210531_11192-C00_OK.jpg,0
988,c00,_0_2048_20210531_111-C00_OK.jpg,0
2042,c00,_1024_256_20210525_15144_3-C00_RETOUCHE.jpg,1
1318,c00,_0_512_20210525_15393_1-C00_RETOUCHE.jpg,1
1127,c00,_0_3072_20210525_15144-C00_RETOUCHE.jpg,1
2347,c00,_512_256_20210525_15441-C00_OK.jpg,0
1221,c00,_1962_768_20210531_11192-C00_OK.jpg,0
1343,c00,_1962_1536_20210525_14495_3-C00_RETOUCHE.jpg,1
687,c00,_2816_1280_20210531_17292_1-C00_RETOUCHE.jpg,1
1986,c00,_1792_2048_20210525_14425-C00_OK.jpg,0
1334,c00,_1024_3584_20210531_10545-C00_OK.jpg,0
2588,c00,_0_768_20210525_154-C00_OK.jpg,0
516,c00,_1536_0_20210531_10553-C00_OK.jpg,0
1571,c00,_1280_3072_20210525_13375-C00_RETOUCHE.jpg,1
2794,c00,_1280_1024_20210525_15150_3-C00_RETOUCHE.jpg,1
180,c00,_1962_1792_20210531_11274-C00_OK.jpg,0
779,c00,_512_4352_20210531_10540-C00_OK.jpg,0
2536,c00,_512_1536_20210525_15434-C00_OK.jpg,0
1641,c00,_1962_2304_20210531_10551_2-C00_OK.jpg,0
2041,c00,_768_1280_20210531_10552_0-C00_OK.jpg,0
1749,c00,_1280_2560_20210525_15175_1-C00_RETOUCHE.jpg,1
1050,c00,_1962_768_20210531_10552-C00_OK.jpg,0
1192,c00,_1280_0_20210531_11254-C00_OK.jpg,0
2801,c00,_1280_4096_20210525_14462-C00_RETOUCHE.jpg,1
1293,c00,_1962_4352_20210531_10540-C00_OK.jpg,0
100,c00,_1280_256_20210531_17292_1-C00_RETOUCHE.jpg,1
1253,c00,_512_2304_20210531_10521_0-C00_RETOUCHE.jpg,1
428,c00,_1792_4352_20210531_11274_0-C00_OK.jpg,0
2232,c00,_1280_1280_20210531_11201_2-C00_RETOUCHE.jpg,1
1676,c00,_1280_3584_20210531_111-C00_OK.jpg,0
36,c00,_1024_0_20210531_10553_0-C00_OK.jpg,0
2382,c00,_0_1536_20210525_15441-C00_OK.jpg,0
2269,c00,_512_3072_20210531_10560_2-C00_RETOUCHE.jpg,1
2321,c00,_1024_2048_20210531_11194-C00_OK.jpg,0
1358,c00,_1280_4096_20210525_15434-C00_OK.jpg,0
2925,c00,_512_4096_20210525_15175_0-C00_RETOUCHE.jpg,1
1496,c00,_768_1536_20210525_15434-C00_OK.jpg,0
2451,c00,_256_2560_20210531_11271_2-C00_RETOUCHE.jpg,1
1355,c00,_1024_3840_20210531_10553-C00_OK.jpg,0
536,c00,_768_4096_20210531_10552_0-C00_OK.jpg,0
2147,c00,_1280_2304_20210525_154-C00_OK.jpg,0
1142,c00,_1536_2048_20210525_15441-C00_OK.jpg,0
616,c00,_256_2304_20210531_10551-C00_OK.jpg,0
1595,c00,_0_0_20210531_17292_1-C00_RETOUCHE.jpg,1
380,c00,_1962_1792_20210531_10554-C00_RETOUCHE.jpg,1
1460,c00,_768_1280_20210531_10552_1-C00_OK.jpg,0
2139,c00,_0_2560_20210525_13375_3-C00_RETOUCHE.jpg,1
2793,c00,_1280_3840_20210531_11271_0-C00_RETOUCHE.jpg,1
2192,c00,_1792_1024_20210531_11274_1-C00_OK.jpg,0
794,c00,_0_1280_20210525_14425_0-C00_RETOUCHE.jpg,1
121,c00,_768_2048_20210531_10560_2-C00_RETOUCHE.jpg,1
983,c00,_256_3840_20210531_17293-C00_RETOUCHE.jpg,1
1210,c00,_768_2816_20210531_10552_1-C00_OK.jpg,0
1705,c00,_1536_1792_20210531_10554_2-C00_RETOUCHE.jpg,1
2400,c00,_0_4096_20210531_11271_3-C00_RETOUCHE.jpg,1
2543,c00,_768_2048_20210525_15144_3-C00_RETOUCHE.jpg,1
1879,c00,_1792_2816_20210531_10540-C00_OK.jpg,0
2828,c00,_512_3840_20210531_11274_0-C00_OK.jpg,0
38,c00,_2816_1280_20210531_17292_2-C00_RETOUCHE.jpg,1
2775,c00,_1024_0_20210531_10553_2-C00_OK.jpg,0
591,c00,_1792_2816_20210525_14495-C00_RETOUCHE.jpg,1
1723,c00,_1792_3584_20210525_154-C00_OK.jpg,0
328,c00,_768_3072_20210531_11274-C00_OK.jpg,0
2069,c00,_1024_3072_20210531_10552-C00_OK.jpg,0
2810,c00,_2816_1536_20210531_17292_1-C00_RETOUCHE.jpg,1
1870,c00,_256_2048_20210525_14425_1-C00_RETOUCHE.jpg,1
1321,c00,_512_3328_20210531_10554_0-C00_RETOUCHE.jpg,1
2609,c00,_1280_1792_20210531_11181_1-C00_OK.jpg,0
258,c00,_768_3328_20210531_10552_2-C00_OK.jpg,0
1465,c00,_1536_1792_20210531_11194-C00_OK.jpg,0
2781,c00,_1024_256_20210525_15434-C00_OK.jpg,0
2155,c00,_1024_0_20210531_17292_3-C00_RETOUCHE.jpg,1
2582,c00,_0_2304_20210531_11271_1-C00_RETOUCHE.jpg,1
91,c00,_512_3072_20210525_13375_2-C00_OK.jpg,0
784,c00,_1024_256_20210531_10553_0-C00_OK.jpg,0
1662,c00,_1536_4096_20210531_11271_3-C00_RETOUCHE.jpg,1
1713,c00,_768_2816_20210531_11271_1-C00_RETOUCHE.jpg,1
1972,c00,_512_512_20210525_14432_2-C00_RETOUCHE.jpg,1
748,c00,_256_2816_20210525_15150-C00_RETOUCHE.jpg,1
2894,c00,_1962_1280_20210531_111-C00_OK.jpg,0
625,c00,_1536_2048_20210525_14425_0-C00_OK.jpg,0
1302,c00,_1280_1024_20210525_14462_0-C00_RETOUCHE.jpg,1
1248,c00,_1962_256_20210525_15434-C00_OK.jpg,0
499,c00,_1024_3328_20210531_10560_0-C00_RETOUCHE.jpg,1
1583,c00,_512_512_20210525_13375_2-C00_OK.jpg,0
950,c00,_1792_2560_20210525_15434-C00_OK.jpg,0
1103,c00,_1280_1024_20210525_154-C00_OK.jpg,0
2611,c00,_1962_2304_20210525_154-C00_OK.jpg,0
711,c00,_768_768_20210525_14443_1-C00_RETOUCHE.jpg,1
1894,c00,_1536_1536_65-C00_OK.jpg,0
1708,c00,_1280_2048_20210525_14425_1-C00_OK.jpg,0
533,c00,_0_3072_20210531_11192-C00_OK.jpg,0
1503,c00,_768_2048_65-C00_OK.jpg,0
1660,c00,_2048_1536_20210531_17292_1-C00_RETOUCHE.jpg,1
200,c00,_512_2560_20210525_13375_1-C00_OK.jpg,0
883,c00,_1280_4096_20210531_10553-C00_OK.jpg,0
1871,c00,_1280_2304_20210525_15175_3-C00_RETOUCHE.jpg,1
1668,c00,_1024_3584_20210531_10552-C00_OK.jpg,0
512,c00,_1280_1280_20210525_15150-C00_RETOUCHE.jpg,1
1143,c00,_512_256_20210531_10553-C00_OK.jpg,0
2452,c00,_2048_0_20210531_17292_2-C00_RETOUCHE.jpg,1
169,c00,_1024_1280_20210531_17292_1-C00_RETOUCHE.jpg,1
1876,c00,_768_2048_20210531_10554_0-C00_RETOUCHE.jpg,1
89,c00,_1536_512_20210531_11192-C00_OK.jpg,0
2818,c00,_1024_3840_20210531_10545-C00_OK.jpg,0
2237,c00,_1280_3840_20210531_10551-C00_OK.jpg,0
355,c00,_768_3328_20210531_10521_1-C00_RETOUCHE.jpg,1
2888,c00,_3760_0_20210531_17292_1-C00_RETOUCHE.jpg,1
2120,c00,_512_3072_20210525_13375_1-C00_OK.jpg,0
520,c00,_768_2560_20210531_10521_2-C00_RETOUCHE.jpg,1
344,c00,_1792_1536_20210531_11274_2-C00_OK.jpg,0
1,c00,_0_2304_20210531_11271-C00_RETOUCHE.jpg,1
